pool_depth,delta_s_frac,user_regime,arb_mode,breach_prob,capital_required,total_cost,expected_profit,net_profit,roi_percent,economically_viable,profit_breakdown
100000,0.005,Normal,Fast,0.0,45.0,45.45,0.0,-45.45,-101.0,False,{}
100000,0.005,Normal,Moderate,0.0,45.0,45.45,0.0,-45.45,-101.0,False,{}
100000,0.005,Normal,Slow,0.0,45.0,45.45,0.0,-45.45,-101.0,False,{}
100000,0.005,Panic,Fast,0.0,45.0,45.45,0.0,-45.45,-101.0,False,{}
100000,0.005,Panic,Moderate,0.0,45.0,45.45,0.0,-45.45,-101.0,False,{}
100000,0.005,Panic,Slow,0.0,45.0,45.45,0.0,-45.45,-101.0,False,{}
100000,0.01,Normal,Fast,0.0,90.0,90.9,0.0,-90.9,-101.0,False,{}
100000,0.01,Normal,Moderate,0.0333333333333333,90.0,90.9,66.56666666666659,-24.333333333333414,-27.037037037037127,False,"{'flash_arbitrage': 2.333333333333331, 'options_profit': 8.333333333333325, 'leveraged_short': 2.4999999999999973, 'cross_platform_arb': 19.99999999999998, 'mev_extraction': 0.0666666666666666, 'lp_manipulation': 33.3333333333333}"
100000,0.01,Normal,Slow,0.2,90.0,90.9,399.4,308.5,342.77777777777777,True,"{'flash_arbitrage': 14.0, 'options_profit': 50.0, 'leveraged_short': 15.0, 'cross_platform_arb': 120.0, 'mev_extraction': 0.4, 'lp_manipulation': 200.0}"
100000,0.01,Panic,Fast,0.0,90.0,90.9,0.0,-90.9,-101.0,False,{}
100000,0.01,Panic,Moderate,0.0,90.0,90.9,0.0,-90.9,-101.0,False,{}
100000,0.01,Panic,Slow,0.0,90.0,90.9,0.0,-90.9,-101.0,False,{}
100000,0.025,Normal,Fast,0.0,225.0,227.25,0.0,-227.25,-101.0,False,{}
100000,0.025,Normal,Moderate,0.1,225.0,227.25,259.25,32.0,14.222222222222221,True,"{'flash_arbitrage': 17.5, 'options_profit': 62.5, 'leveraged_short': 18.75, 'cross_platform_arb': 60.0, 'mev_extraction': 0.5, 'lp_manipulation': 100.0}"
100000,0.025,Normal,Slow,1.0,225.0,227.25,2592.5,2365.25,1051.2222222222222,True,"{'flash_arbitrage': 175.0, 'options_profit': 625.0, 'leveraged_short': 187.5, 'cross_platform_arb': 600.0, 'mev_extraction': 5.0, 'lp_manipulation': 1000.0}"
100000,0.025,Panic,Fast,0.0,225.0,227.25,0.0,-227.25,-101.0,False,{}
100000,0.025,Panic,Moderate,0.1,225.0,227.25,259.25,32.0,14.222222222222221,True,"{'flash_arbitrage': 17.5, 'options_profit': 62.5, 'leveraged_short': 18.75, 'cross_platform_arb': 60.0, 'mev_extraction': 0.5, 'lp_manipulation': 100.0}"
100000,0.025,Panic,Slow,0.0,225.0,227.25,0.0,-227.25,-101.0,False,{}
100000,0.05,Normal,Fast,0.0,450.0,454.5,0.0,-454.5,-101.0,False,{}
100000,0.05,Normal,Moderate,0.5666666666666667,450.0,454.5,2031.5,1577.0,350.4444444444444,True,"{'flash_arbitrage': 198.33333333333331, 'options_profit': 708.3333333333334, 'leveraged_short': 212.5, 'cross_platform_arb': 340.0, 'mev_extraction': 5.666666666666666, 'lp_manipulation': 566.6666666666666}"
